ticker,strategy,signal_date,entry_date,exit_date,signal,entry_price,exit_price,pnl_pct
TSLA,momentum,2023-10-24,2023-10-25,2023-11-01,SELL,215.88,204.04,0.054845
TSLA,momentum,2023-10-25,2023-10-26,2023-11-02,SELL,211.32,212.97,-0.007808
TSLA,momentum,2023-10-26,2023-10-27,2023-11-03,SELL,210.6,221.15,-0.050095
TSLA,momentum,2023-10-27,2023-10-30,2023-11-06,SELL,209.28,223.98,-0.070241
TSLA,momentum,2023-10-30,2023-10-31,2023-11-07,SELL,196.12,219.98,-0.12166
TSLA,momentum,2023-10-31,2023-11-01,2023-11-08,SELL,204.04,223.15,-0.093658
TSLA,momentum,2023-11-01,2023-11-02,2023-11-09,SELL,212.97,219.75,-0.031835
TSLA,momentum,2023-11-09,2023-11-10,2023-11-17,SELL,210.03,232.0,-0.104604
TSLA,momentum,2023-11-10,2023-11-13,2023-11-20,SELL,215.6,234.04,-0.085529
TSLA,momentum,2023-11-13,2023-11-14,2023-11-21,BUY,235.03,235.04,4.3e-05
TSLA,momentum,2023-11-16,2023-11-17,2023-11-27,BUY,232.0,236.89,0.021078
TSLA,momentum,2023-11-17,2023-11-20,2023-11-28,BUY,234.04,236.68,0.01128
TSLA,momentum,2023-11-20,2023-11-21,2023-11-29,BUY,235.04,249.21,0.060288
TSLA,momentum,2023-11-28,2023-11-29,2023-12-06,BUY,249.21,242.92,-0.02524
TSLA,momentum,2023-11-30,2023-12-01,2023-12-08,BUY,233.14,240.27,0.030583
TSLA,momentum,2023-12-08,2023-12-11,2023-12-18,BUY,242.74,253.78,0.045481
TSLA,momentum,2023-12-14,2023-12-15,2023-12-22,BUY,251.21,256.76,0.022093
TSLA,momentum,2023-12-15,2023-12-18,2023-12-26,BUY,253.78,254.49,0.002798
TSLA,momentum,2023-12-18,2023-12-19,2023-12-27,BUY,253.48,258.35,0.019213
TSLA,momentum,2023-12-19,2023-12-20,2023-12-28,BUY,256.41,263.66,0.028275
TSLA,momentum,2023-12-20,2023-12-21,2023-12-29,BUY,251.9,255.1,0.012704
TSLA,momentum,2023-12-28,2023-12-29,2024-01-08,BUY,255.1,236.14,-0.074324
TSLA,momentum,2024-01-03,2024-01-04,2024-01-11,SELL,239.25,230.57,0.03628
TSLA,momentum,2024-01-04,2024-01-05,2024-01-12,SELL,236.86,220.08,0.070844
TSLA,momentum,2024-01-05,2024-01-08,2024-01-16,SELL,236.14,215.1,0.0891
TSLA,momentum,2024-01-08,2024-01-09,2024-01-17,SELL,238.11,214.86,0.097644
TSLA,momentum,2024-01-09,2024-01-10,2024-01-18,SELL,235.1,216.88,0.077499
TSLA,momentum,2024-01-11,2024-01-12,2024-01-22,SELL,220.08,212.26,0.035533
TSLA,momentum,2024-01-12,2024-01-16,2024-01-23,SELL,215.1,211.3,0.017666
TSLA,momentum,2024-01-16,2024-01-17,2024-01-24,SELL,214.86,211.88,0.013869
TSLA,momentum,2024-01-17,2024-01-18,2024-01-25,SELL,216.88,189.7,0.125323
TSLA,momentum,2024-01-18,2024-01-19,2024-01-26,SELL,209.99,185.5,0.116625
TSLA,momentum,2024-01-19,2024-01-22,2024-01-29,SELL,212.26,185.63,0.125459
TSLA,momentum,2024-01-22,2024-01-23,2024-01-30,SELL,211.3,195.33,0.07558
TSLA,momentum,2024-01-23,2024-01-24,2024-01-31,SELL,211.88,187.0,0.117425
TSLA,momentum,2024-01-24,2024-01-25,2024-02-01,SELL,189.7,188.5,0.006326
TSLA,momentum,2024-01-25,2024-01-26,2024-02-02,SELL,185.5,185.04,0.00248
TSLA,momentum,2024-01-26,2024-01-29,2024-02-05,SELL,185.63,184.26,0.00738
TSLA,momentum,2024-01-29,2024-01-30,2024-02-06,SELL,195.33,177.21,0.092766
TSLA,momentum,2024-01-30,2024-01-31,2024-02-07,SELL,187.0,188.18,-0.00631
TSLA,momentum,2024-01-31,2024-02-01,2024-02-08,SELL,188.5,189.0,-0.002653
TSLA,momentum,2024-02-05,2024-02-06,2024-02-13,SELL,177.21,183.99,-0.03826
TSLA,momentum,2024-02-06,2024-02-07,2024-02-14,SELL,188.18,185.3,0.015304
TSLA,momentum,2024-02-27,2024-02-28,2024-03-06,BUY,200.42,179.99,-0.101936
TSLA,momentum,2024-02-28,2024-02-29,2024-03-07,BUY,204.18,174.35,-0.146097
TSLA,momentum,2024-02-29,2024-03-01,2024-03-08,BUY,200.52,181.5,-0.094853
TSLA,momentum,2024-03-01,2024-03-04,2024-03-11,BUY,198.73,175.45,-0.117144
TSLA,momentum,2024-03-04,2024-03-05,2024-03-12,SELL,183.05,177.77,0.028845
TSLA,momentum,2024-03-05,2024-03-06,2024-03-13,SELL,179.99,173.05,0.038558
TSLA,momentum,2024-03-06,2024-03-07,2024-03-14,SELL,174.35,167.77,0.03774
TSLA,momentum,2024-03-07,2024-03-08,2024-03-15,SELL,181.5,163.16,0.101047
TSLA,momentum,2024-03-08,2024-03-11,2024-03-18,SELL,175.45,170.02,0.030949
TSLA,momentum,2024-03-11,2024-03-12,2024-03-19,SELL,177.77,172.36,0.030433
TSLA,momentum,2024-03-13,2024-03-14,2024-03-21,SELL,167.77,176.39,-0.05138
TSLA,momentum,2024-03-14,2024-03-15,2024-03-22,SELL,163.16,166.69,-0.021635
TSLA,momentum,2024-03-15,2024-03-18,2024-03-25,SELL,170.02,168.76,0.007411
TSLA,momentum,2024-03-18,2024-03-19,2024-03-26,SELL,172.36,178.58,-0.036087
TSLA,momentum,2024-03-19,2024-03-20,2024-03-27,SELL,173.0,181.41,-0.048613
TSLA,momentum,2024-03-27,2024-03-28,2024-04-05,BUY,177.45,169.08,-0.047168
TSLA,momentum,2024-04-01,2024-04-02,2024-04-09,BUY,164.75,172.91,0.04953
TSLA,momentum,2024-04-02,2024-04-03,2024-04-10,SELL,164.02,173.04,-0.054993
TSLA,momentum,2024-04-03,2024-04-04,2024-04-11,SELL,170.07,172.55,-0.014582
TSLA,momentum,2024-04-04,2024-04-05,2024-04-12,SELL,169.08,172.34,-0.019281
TSLA,momentum,2024-04-05,2024-04-08,2024-04-15,SELL,169.34,170.24,-0.005315
TSLA,momentum,2024-04-09,2024-04-10,2024-04-17,BUY,173.04,157.64,-0.088997
TSLA,momentum,2024-04-10,2024-04-11,2024-04-18,BUY,172.55,151.25,-0.123442
TSLA,momentum,2024-04-11,2024-04-12,2024-04-19,BUY,172.34,148.97,-0.135604
TSLA,momentum,2024-04-15,2024-04-16,2024-04-23,SELL,156.74,143.33,0.085556
TSLA,momentum,2024-04-16,2024-04-17,2024-04-24,SELL,157.64,162.84,-0.032987
TSLA,momentum,2024-04-17,2024-04-18,2024-04-25,SELL,151.25,158.96,-0.050975
TSLA,momentum,2024-04-18,2024-04-19,2024-04-26,SELL,148.97,168.85,-0.13345
TSLA,momentum,2024-04-19,2024-04-22,2024-04-29,SELL,140.56,188.42,-0.340495
TSLA,momentum,2024-04-22,2024-04-23,2024-04-30,SELL,143.33,186.98,-0.304542
TSLA,momentum,2024-04-23,2024-04-24,2024-05-01,SELL,162.84,182.0,-0.117662
TSLA,momentum,2024-05-29,2024-05-30,2024-06-06,SELL,178.58,174.6,0.022287
TSLA,momentum,2024-05-31,2024-06-03,2024-06-10,BUY,178.13,176.06,-0.011621
TSLA,momentum,2024-06-11,2024-06-12,2024-06-20,SELL,171.12,184.68,-0.079243
TSLA,momentum,2024-06-13,2024-06-14,2024-06-24,BUY,185.8,184.97,-0.004467
TSLA,momentum,2024-06-17,2024-06-18,2024-06-26,BUY,186.56,186.54,-0.000107
TSLA,momentum,2024-06-18,2024-06-20,2024-06-27,BUY,184.68,195.17,0.056801
TSLA,momentum,2024-06-20,2024-06-21,2024-06-28,BUY,182.3,199.55,0.094624
TSLA,momentum,2024-06-24,2024-06-25,2024-07-02,BUY,184.4,218.89,0.187039
TSLA,momentum,2024-06-26,2024-06-27,2024-07-05,BUY,195.17,249.81,0.279961
TSLA,momentum,2024-06-27,2024-06-28,2024-07-08,BUY,199.55,247.71,0.241343
TSLA,momentum,2024-06-28,2024-07-01,2024-07-09,BUY,201.02,251.0,0.248632
TSLA,momentum,2024-07-01,2024-07-02,2024-07-10,BUY,218.89,262.8,0.200603
TSLA,momentum,2024-07-02,2024-07-03,2024-07-11,BUY,234.56,263.3,0.122527
TSLA,momentum,2024-07-03,2024-07-05,2024-07-12,BUY,249.81,235.8,-0.056083
TSLA,momentum,2024-07-05,2024-07-08,2024-07-15,BUY,247.71,255.97,0.033345
TSLA,momentum,2024-07-08,2024-07-09,2024-07-16,BUY,251.0,255.31,0.017171
TSLA,momentum,2024-07-09,2024-07-10,2024-07-17,BUY,262.8,252.73,-0.038318
TSLA,momentum,2024-07-10,2024-07-11,2024-07-18,BUY,263.3,251.09,-0.046373
TSLA,momentum,2024-08-28,2024-08-29,2024-09-06,SELL,209.8,232.6,-0.108675
TSLA,momentum,2024-08-29,2024-08-30,2024-09-09,SELL,208.63,216.2,-0.036284
TSLA,momentum,2024-09-04,2024-09-05,2024-09-12,BUY,223.49,224.66,0.005235
TSLA,momentum,2024-09-05,2024-09-06,2024-09-13,BUY,232.6,228.0,-0.019776
TSLA,momentum,2024-09-13,2024-09-16,2024-09-23,BUY,229.3,242.61,0.058046
TSLA,momentum,2024-09-16,2024-09-17,2024-09-24,BUY,229.45,254.08,0.107344
TSLA,momentum,2024-09-20,2024-09-23,2024-09-30,BUY,242.61,259.04,0.067722
TSLA,momentum,2024-09-23,2024-09-24,2024-10-01,BUY,254.08,262.67,0.033808
TSLA,momentum,2024-09-24,2024-09-25,2024-10-02,BUY,252.54,247.55,-0.019759
TSLA,momentum,2024-09-25,2024-09-26,2024-10-03,BUY,260.6,244.48,-0.061857
TSLA,momentum,2024-09-26,2024-09-27,2024-10-04,BUY,257.38,246.69,-0.041534
TSLA,momentum,2024-09-27,2024-09-30,2024-10-07,BUY,259.04,249.0,-0.038759
TSLA,momentum,2024-09-30,2024-10-01,2024-10-08,BUY,262.67,243.56,-0.072753
TSLA,momentum,2024-10-07,2024-10-08,2024-10-15,SELL,243.56,220.01,0.096691
TSLA,momentum,2024-10-09,2024-10-10,2024-10-17,SELL,241.81,221.59,0.083619
TSLA,momentum,2024-10-11,2024-10-14,2024-10-21,SELL,220.13,218.9,0.005588
TSLA,momentum,2024-10-14,2024-10-15,2024-10-22,SELL,220.01,217.31,0.012272
TSLA,momentum,2024-10-15,2024-10-16,2024-10-23,SELL,221.4,217.13,0.019286
TSLA,momentum,2024-10-16,2024-10-17,2024-10-24,SELL,221.59,244.68,-0.104201
TSLA,momentum,2024-10-17,2024-10-18,2024-10-25,SELL,220.71,256.01,-0.159938
TSLA,momentum,2024-10-23,2024-10-24,2024-10-31,SELL,244.68,257.99,-0.054398
TSLA,momentum,2024-12-10,2024-12-11,2024-12-18,BUY,409.7,466.5,0.138638
TSLA,momentum,2024-12-11,2024-12-12,2024-12-19,BUY,424.84,451.88,0.063648
TSLA,momentum,2024-12-12,2024-12-13,2024-12-20,BUY,420.0,425.51,0.013119
TSLA,momentum,2024-12-13,2024-12-16,2024-12-23,BUY,441.09,431.0,-0.022875
TSLA,momentum,2024-12-16,2024-12-17,2024-12-24,BUY,475.9,435.9,-0.084051
TSLA,momentum,2024-12-17,2024-12-18,2024-12-26,BUY,466.5,465.16,-0.002872
TSLA,momentum,2024-12-18,2024-12-19,2024-12-27,BUY,451.88,449.52,-0.005223
TSLA,momentum,2024-12-19,2024-12-20,2024-12-30,BUY,425.51,419.4,-0.014359
TSLA,momentum,2025-01-27,2025-01-28,2025-02-04,SELL,396.91,382.63,0.035978
TSLA,momentum,2025-01-28,2025-01-29,2025-02-05,SELL,395.21,387.51,0.019483
TSLA,momentum,2025-01-29,2025-01-30,2025-02-06,SELL,410.78,373.03,0.091898
TSLA,momentum,2025-01-30,2025-01-31,2025-02-07,SELL,401.53,370.19,0.078051
TSLA,momentum,2025-02-03,2025-02-04,2025-02-11,SELL,382.63,345.8,0.096255
TSLA,momentum,2025-02-05,2025-02-06,2025-02-13,SELL,373.03,345.0,0.075141
TSLA,momentum,2025-02-06,2025-02-07,2025-02-14,SELL,370.19,360.62,0.025852
TSLA,momentum,2025-02-07,2025-02-10,2025-02-18,SELL,356.21,355.01,0.003369
TSLA,momentum,2025-02-10,2025-02-11,2025-02-19,SELL,345.8,354.0,-0.023713
TSLA,momentum,2025-02-11,2025-02-12,2025-02-20,SELL,329.94,361.51,-0.095684
TSLA,momentum,2025-02-12,2025-02-13,2025-02-21,SELL,345.0,353.44,-0.024464
TSLA,momentum,2025-02-13,2025-02-14,2025-02-24,SELL,360.62,338.14,0.062337
TSLA,momentum,2025-02-21,2025-02-24,2025-03-03,SELL,338.14,300.34,0.111788
TSLA,momentum,2025-02-24,2025-02-25,2025-03-04,SELL,327.02,270.93,0.171519
TSLA,momentum,2025-02-25,2025-02-26,2025-03-05,SELL,303.71,272.92,0.10138
TSLA,momentum,2025-02-26,2025-02-27,2025-03-06,SELL,291.16,272.06,0.0656
TSLA,momentum,2025-02-27,2025-02-28,2025-03-07,SELL,279.5,259.32,0.0722
TSLA,momentum,2025-02-28,2025-03-03,2025-03-10,SELL,300.34,252.54,0.159153
TSLA,momentum,2025-03-03,2025-03-04,2025-03-11,SELL,270.93,225.31,0.168383
TSLA,momentum,2025-03-04,2025-03-05,2025-03-12,SELL,272.92,247.22,0.094167
TSLA,momentum,2025-03-05,2025-03-06,2025-03-13,SELL,272.06,248.13,0.087959
TSLA,momentum,2025-03-06,2025-03-07,2025-03-14,SELL,259.32,247.31,0.046313
TSLA,momentum,2025-03-07,2025-03-10,2025-03-17,SELL,252.54,245.06,0.029619
TSLA,momentum,2025-05-09,2025-05-12,2025-05-19,BUY,321.99,336.3,0.044442
TSLA,momentum,2025-05-15,2025-05-16,2025-05-23,BUY,346.24,337.92,-0.02403
TSLA,momentum,2025-05-16,2025-05-19,2025-05-27,BUY,336.3,347.35,0.032858
TSLA,momentum,2025-05-19,2025-05-20,2025-05-28,BUY,347.87,364.84,0.048783
TSLA,momentum,2025-05-20,2025-05-21,2025-05-29,BUY,344.43,365.29,0.060564
TSLA,momentum,2025-05-27,2025-05-28,2025-06-04,BUY,364.84,345.1,-0.054106
TSLA,momentum,2025-05-28,2025-05-29,2025-06-05,BUY,365.29,322.49,-0.117167
TSLA,momentum,2025-05-29,2025-05-30,2025-06-06,BUY,355.52,298.83,-0.159457
TSLA,momentum,2025-06-04,2025-06-05,2025-06-12,SELL,322.49,323.08,-0.00183
TSLA,momentum,2025-07-16,2025-07-17,2025-07-24,BUY,323.15,310.0,-0.040693
TSLA,momentum,2025-07-17,2025-07-18,2025-07-25,BUY,321.66,308.74,-0.040167
TSLA,momentum,2025-07-18,2025-07-21,2025-07-28,BUY,334.4,318.45,-0.047697
TSLA,momentum,2025-07-21,2025-07-22,2025-07-29,BUY,329.74,325.55,-0.012707
TSLA,momentum,2025-07-22,2025-07-23,2025-07-30,BUY,330.9,322.18,-0.026352
TSLA,momentum,2025-07-23,2025-07-24,2025-07-31,BUY,310.0,319.61,0.031
TSLA,momentum,2025-07-24,2025-07-25,2025-08-01,SELL,308.74,306.21,0.008195
TSLA,momentum,2025-08-01,2025-08-04,2025-08-11,SELL,309.08,335.0,-0.083862
TSLA,momentum,2025-08-04,2025-08-05,2025-08-12,SELL,308.95,345.0,-0.116686
TSLA,momentum,2025-08-05,2025-08-06,2025-08-13,SELL,307.89,341.5,-0.109162
TSLA,momentum,2025-08-07,2025-08-08,2025-08-15,BUY,321.43,337.66,0.050493
TSLA,momentum,2025-08-08,2025-08-11,2025-08-18,BUY,335.0,329.62,-0.01606
TSLA,momentum,2025-08-11,2025-08-12,2025-08-19,BUY,345.0,335.79,-0.026696
TSLA,momentum,2025-08-12,2025-08-13,2025-08-20,BUY,341.5,329.22,-0.035959
TSLA,momentum,2025-08-13,2025-08-14,2025-08-21,BUY,335.76,322.08,-0.040743
TSLA,momentum,2025-08-14,2025-08-15,2025-08-22,BUY,337.66,321.66,-0.047385
TSLA,momentum,2025-08-21,2025-08-22,2025-08-29,SELL,321.66,347.23,-0.079494
TSLA,momentum,2025-08-22,2025-08-25,2025-09-02,BUY,338.9,328.23,-0.031484
TSLA,momentum,2025-08-25,2025-08-26,2025-09-03,BUY,344.93,335.2,-0.028209
TSLA,momentum,2025-08-26,2025-08-27,2025-09-04,BUY,351.94,336.15,-0.044866
TSLA,momentum,2025-08-27,2025-08-28,2025-09-05,BUY,350.91,348.0,-0.008293
TSLA,momentum,2025-08-28,2025-08-29,2025-09-08,BUY,347.23,354.64,0.02134
TSLA,momentum,2025-09-02,2025-09-03,2025-09-10,SELL,335.2,350.55,-0.045793
TSLA,momentum,2025-09-03,2025-09-04,2025-09-11,SELL,336.15,350.17,-0.041708
TSLA,momentum,2025-09-08,2025-09-09,2025-09-16,BUY,348.44,414.5,0.189588
TSLA,momentum,2025-09-09,2025-09-10,2025-09-17,BUY,350.55,415.75,0.185993
TSLA,momentum,2025-09-10,2025-09-11,2025-09-18,BUY,350.17,428.87,0.224748
TSLA,momentum,2025-09-11,2025-09-12,2025-09-19,BUY,370.94,421.82,0.137165
TSLA,momentum,2025-09-12,2025-09-15,2025-09-22,BUY,423.13,431.11,0.018859
TSLA,momentum,2025-09-15,2025-09-16,2025-09-23,BUY,414.5,439.88,0.06123
TSLA,momentum,2025-09-16,2025-09-17,2025-09-24,BUY,415.75,429.83,0.033866
TSLA,momentum,2025-09-17,2025-09-18,2025-09-25,BUY,428.87,435.24,0.014853
TSLA,momentum,2025-09-18,2025-09-19,2025-09-26,BUY,421.82,428.3,0.015362
TSLA,momentum,2025-09-19,2025-09-22,2025-09-29,BUY,431.11,444.35,0.030711
TSLA,momentum,2025-09-22,2025-09-23,2025-09-30,BUY,439.88,441.52,0.003728
TSLA,momentum,2025-09-24,2025-09-25,2025-10-02,BUY,435.24,470.54,0.081105
TSLA,momentum,2025-09-26,2025-09-29,2025-10-06,BUY,444.35,440.75,-0.008102
TSLA,momentum,2025-09-29,2025-09-30,2025-10-07,BUY,441.52,447.82,0.014269
TSLA,momentum,2025-09-30,2025-10-01,2025-10-08,BUY,443.8,437.57,-0.014038
TSLA,momentum,2025-10-01,2025-10-02,2025-10-09,BUY,470.54,431.81,-0.08231
TSLA,momentum,2025-10-02,2025-10-03,2025-10-10,BUY,443.29,436.54,-0.015227
TSLA,momentum,2025-10-06,2025-10-07,2025-10-14,BUY,447.82,426.79,-0.046961
TSLA,momentum,2025-10-10,2025-10-13,2025-10-20,SELL,423.53,443.87,-0.048025
TSLA,momentum,2025-10-17,2025-10-20,2025-10-27,BUY,443.87,439.98,-0.008764
TSLA,momentum,2025-10-20,2025-10-21,2025-10-28,BUY,445.76,454.78,0.020235
TSLA,momentum,2025-10-21,2025-10-22,2025-10-29,BUY,443.45,462.5,0.042959
TSLA,momentum,2025-10-23,2025-10-24,2025-10-31,BUY,446.83,446.75,-0.000179
TSLA,momentum,2025-10-28,2025-10-29,2025-11-05,BUY,462.5,452.05,-0.022595
TSLA,momentum,2025-10-29,2025-10-30,2025-11-06,BUY,451.05,461.96,0.024188
TSLA,momentum,2025-10-31,2025-11-03,2025-11-10,BUY,455.99,439.6,-0.035944
TSLA,momentum,2025-11-03,2025-11-04,2025-11-11,BUY,454.46,439.4,-0.033138
TSLA,momentum,2025-11-07,2025-11-10,2025-11-17,SELL,439.6,398.74,0.092948
TSLA,momentum,2025-11-10,2025-11-11,2025-11-18,SELL,439.4,405.38,0.077424
TSLA,momentum,2025-11-12,2025-11-13,2025-11-20,SELL,423.13,414.63,0.020088
TSLA,momentum,2025-11-13,2025-11-14,2025-11-21,SELL,386.3,402.32,-0.04147
TSLA,momentum,2025-11-14,2025-11-17,2025-11-24,SELL,398.74,402.17,-0.008602
TSLA,momentum,2025-11-17,2025-11-18,2025-11-25,SELL,405.38,414.42,-0.0223
TSLA,momentum,2025-11-18,2025-11-19,2025-11-26,SELL,406.18,423.95,-0.043749
TSLA,momentum,2025-11-19,2025-11-20,2025-11-28,SELL,414.63,426.59,-0.028845
TSLA,momentum,2025-11-21,2025-11-24,2025-12-02,SELL,402.17,430.81,-0.071214
TSLA,momentum,2025-11-28,2025-12-01,2025-12-08,BUY,425.32,447.45,0.052031
TSLA,momentum,2025-12-01,2025-12-02,2025-12-09,BUY,430.81,437.54,0.015622
TSLA,momentum,2025-12-02,2025-12-03,2025-12-10,BUY,432.1,446.07,0.03233
TSLA,momentum,2025-12-03,2025-12-04,2025-12-11,BUY,449.94,448.95,-0.0022
TSLA,momentum,2025-12-04,2025-12-05,2025-12-12,BUY,453.03,448.09,-0.010904
TSLA,momentum,2025-12-05,2025-12-08,2025-12-15,BUY,447.45,469.44,0.049145
TSLA,momentum,2025-12-08,2025-12-09,2025-12-16,BUY,437.54,472.21,0.079238
TSLA,momentum,2025-12-09,2025-12-10,2025-12-17,BUY,446.07,488.22,0.094492
TSLA,momentum,2025-12-15,2025-12-16,2025-12-23,BUY,472.21,489.4,0.036403
TSLA,momentum,2025-12-16,2025-12-17,2025-12-24,BUY,488.22,488.48,0.000533
TSLA,momentum,2025-12-17,2025-12-18,2025-12-26,BUY,478.16,485.23,0.014786
TSLA,momentum,2025-12-18,2025-12-19,2025-12-29,BUY,488.12,469.0,-0.039171
TSLA,momentum,2025-12-19,2025-12-22,2025-12-30,BUY,489.88,461.09,-0.05877
GLD,momentum,2023-04-04,2023-04-05,2023-04-13,BUY,188.34,189.76,0.00754
GLD,momentum,2023-04-05,2023-04-06,2023-04-14,BUY,186.89,188.08,0.006367
GLD,momentum,2023-05-03,2023-05-04,2023-05-11,BUY,188.86,188.44,-0.002224
GLD,momentum,2023-05-04,2023-05-05,2023-05-12,BUY,186.56,187.43,0.004663
GLD,momentum,2023-05-08,2023-05-09,2023-05-16,BUY,188.12,186.58,-0.008186
GLD,momentum,2023-05-16,2023-05-17,2023-05-24,SELL,184.31,183.54,0.004178
GLD,momentum,2023-05-17,2023-05-18,2023-05-25,SELL,182.1,181.18,0.005052
GLD,momentum,2023-05-18,2023-05-19,2023-05-26,SELL,182.25,181.01,0.006804
GLD,momentum,2023-05-22,2023-05-23,2023-05-31,SELL,182.78,182.39,0.002134
GLD,momentum,2023-06-23,2023-06-26,2023-07-03,SELL,179.05,178.61,0.002457
GLD,momentum,2023-07-12,2023-07-13,2023-07-20,BUY,181.96,183.73,0.009727
GLD,momentum,2023-07-13,2023-07-14,2023-07-21,BUY,181.59,182.06,0.002588
GLD,momentum,2023-07-18,2023-07-19,2023-07-26,BUY,183.45,182.66,-0.004306
GLD,momentum,2023-08-02,2023-08-03,2023-08-10,SELL,179.44,178.22,0.006799
GLD,momentum,2023-08-29,2023-08-30,2023-09-07,BUY,180.58,178.31,-0.012571
GLD,momentum,2023-09-27,2023-09-28,2023-10-05,SELL,173.91,168.74,0.029728
GLD,momentum,2023-09-28,2023-09-29,2023-10-06,SELL,173.92,169.17,0.027311
GLD,momentum,2023-09-29,2023-10-02,2023-10-09,SELL,170.23,171.18,-0.005581
GLD,momentum,2023-10-02,2023-10-03,2023-10-10,SELL,169.14,172.08,-0.017382
GLD,momentum,2023-10-03,2023-10-04,2023-10-11,SELL,169.21,173.6,-0.025944
GLD,momentum,2023-10-04,2023-10-05,2023-10-12,SELL,168.74,174.06,-0.031528
GLD,momentum,2023-10-05,2023-10-06,2023-10-13,SELL,169.17,176.89,-0.045635
GLD,momentum,2023-10-13,2023-10-16,2023-10-23,BUY,177.84,183.51,0.031883
GLD,momentum,2023-10-16,2023-10-17,2023-10-24,BUY,178.37,182.07,0.020743
GLD,momentum,2023-10-17,2023-10-18,2023-10-25,BUY,180.89,183.42,0.013986
GLD,momentum,2023-10-18,2023-10-19,2023-10-26,BUY,181.04,183.4,0.013036
GLD,momentum,2023-10-19,2023-10-20,2023-10-27,BUY,183.43,183.76,0.001799
GLD,momentum,2023-10-20,2023-10-23,2023-10-30,BUY,183.51,185.54,0.011062
GLD,momentum,2023-10-23,2023-10-24,2023-10-31,BUY,182.07,185.08,0.016532
GLD,momentum,2023-10-24,2023-10-25,2023-11-01,BUY,183.42,183.91,0.002671
GLD,momentum,2023-11-10,2023-11-13,2023-11-20,SELL,179.4,182.32,-0.016277
GLD,momentum,2023-11-17,2023-11-20,2023-11-28,BUY,182.32,187.9,0.030605
GLD,momentum,2023-11-28,2023-11-29,2023-12-06,BUY,189.16,188.32,-0.004441
GLD,momentum,2023-11-29,2023-11-30,2023-12-07,BUY,188.89,188.45,-0.002329
GLD,momentum,2023-11-30,2023-12-01,2023-12-08,BUY,188.81,185.93,-0.015253
GLD,momentum,2023-12-01,2023-12-04,2023-12-11,BUY,189.6,184.5,-0.026899
GLD,momentum,2023-12-08,2023-12-11,2023-12-18,SELL,184.5,187.5,-0.01626
GLD,momentum,2023-12-11,2023-12-12,2023-12-19,SELL,183.84,188.23,-0.023879
GLD,momentum,2023-12-18,2023-12-19,2023-12-27,BUY,188.23,191.77,0.018807
GLD,momentum,2023-12-19,2023-12-20,2023-12-28,BUY,188.69,192.34,0.019344
GLD,momentum,2023-12-26,2023-12-27,2024-01-04,BUY,191.77,189.08,-0.014027
GLD,momentum,2024-02-13,2024-02-14,2024-02-22,SELL,184.27,187.56,-0.017854
GLD,momentum,2024-02-14,2024-02-15,2024-02-23,SELL,185.6,187.56,-0.01056
GLD,momentum,2024-03-01,2024-03-04,2024-03-11,BUY,194.15,201.71,0.038939
GLD,momentum,2024-03-04,2024-03-05,2024-03-12,BUY,197.44,200.42,0.015093
GLD,momentum,2024-03-05,2024-03-06,2024-03-13,BUY,198.08,200.44,0.011914
GLD,momentum,2024-03-06,2024-03-07,2024-03-14,BUY,199.54,200.37,0.00416
GLD,momentum,2024-03-07,2024-03-08,2024-03-15,BUY,200.89,199.94,-0.004729
GLD,momentum,2024-03-08,2024-03-11,2024-03-18,BUY,201.71,199.66,-0.010163
GLD,momentum,2024-03-11,2024-03-12,2024-03-19,BUY,200.42,199.62,-0.003992
GLD,momentum,2024-04-01,2024-04-02,2024-04-09,BUY,209.07,217.81,0.041804
GLD,momentum,2024-04-02,2024-04-03,2024-04-10,BUY,210.57,215.37,0.022795
GLD,momentum,2024-04-03,2024-04-04,2024-04-11,BUY,212.0,216.85,0.022877
GLD,momentum,2024-04-04,2024-04-05,2024-04-12,BUY,212.49,221.87,0.044143
GLD,momentum,2024-04-05,2024-04-08,2024-04-15,BUY,215.98,217.94,0.009075
GLD,momentum,2024-04-08,2024-04-09,2024-04-16,BUY,217.81,220.18,0.010881
GLD,momentum,2024-04-09,2024-04-10,2024-04-17,BUY,215.37,221.05,0.026373
GLD,momentum,2024-04-11,2024-04-12,2024-04-19,BUY,221.87,220.49,-0.00622
GLD,momentum,2024-04-15,2024-04-16,2024-04-23,BUY,220.18,213.96,-0.02825
GLD,momentum,2024-04-24,2024-04-25,2024-05-02,SELL,214.47,211.9,0.011983
GLD,momentum,2024-05-10,2024-05-13,2024-05-20,BUY,217.06,223.79,0.031005
GLD,momentum,2024-05-15,2024-05-16,2024-05-23,BUY,220.14,218.78,-0.006178
GLD,momentum,2024-05-17,2024-05-20,2024-05-28,BUY,223.79,218.43,-0.023951
GLD,momentum,2024-05-20,2024-05-21,2024-05-29,BUY,224.77,216.92,-0.034925
GLD,momentum,2024-05-21,2024-05-22,2024-05-30,BUY,223.09,216.69,-0.028688
GLD,momentum,2024-05-24,2024-05-28,2024-06-04,SELL,218.43,216.24,0.010026
GLD,momentum,2024-05-29,2024-05-30,2024-06-06,SELL,216.69,218.36,-0.007707
GLD,momentum,2024-06-13,2024-06-14,2024-06-24,SELL,215.34,215.55,-0.000975
GLD,momentum,2024-07-03,2024-07-05,2024-07-12,BUY,219.58,222.03,0.011158
