Date,Open,High,Low,Close,Volume
2025-08-04,309.0799865722656,312.1199951171875,303.0,309.260009765625,78683900.0
2025-08-05,308.95001220703125,312.45001220703125,305.5,308.7200012207031,57961300.0
2025-08-06,307.8900146484375,320.4700012207031,306.92999267578125,319.9100036621094,78523600.0
2025-08-07,319.7900085449219,322.3999938964844,316.1600036621094,322.2699890136719,66658700.0
2025-08-08,321.42999267578125,335.1499938964844,320.9800109863281,329.6499938964844,91200300.0
2025-08-11,335.0,346.6400146484375,334.1499938964844,339.0299987792969,105320200.0
2025-08-12,345.0,345.260009765625,332.94000244140625,340.8399963378906,80522100.0
2025-08-13,341.5,348.9800109863281,338.20001220703125,339.3800048828125,67838900.0
2025-08-14,335.760009765625,340.4700012207031,330.3999938964844,335.5799865722656,75000700.0
2025-08-15,337.6600036621094,339.29998779296875,327.0199890136719,330.55999755859375,74319800.0
2025-08-18,329.6199951171875,336.2699890136719,329.5899963378906,335.1600036621094,56956600.0
2025-08-19,335.7900085449219,340.54998779296875,327.8500061035156,329.30999755859375,75956000.0
2025-08-20,329.2200012207031,331.3699951171875,314.6000061035156,323.8999938964844,77481800.0
2025-08-21,322.0799865722656,324.8999938964844,318.67999267578125,320.1099853515625,55744400.0
2025-08-22,321.6600036621094,340.25,319.69000244140625,340.010009765625,94016300.0
2025-08-25,338.8999938964844,349.5299987792969,335.0299987792969,346.6000061035156,86670000.0
2025-08-26,344.92999267578125,351.8999938964844,343.7200012207031,351.6700134277344,76651600.0
2025-08-27,351.94000244140625,355.3900146484375,349.1600036621094,349.6000061035156,65519000.0
2025-08-28,350.9100036621094,353.54998779296875,340.260009765625,345.9800109863281,67903200.0
2025-08-29,347.2300109863281,348.75,331.70001220703125,333.8699951171875,81145700.0
2025-09-02,328.2300109863281,333.3299865722656,325.6000061035156,329.3599853515625,58392000.0
2025-09-03,335.20001220703125,343.3299865722656,328.510009765625,334.0899963378906,88733300.0
2025-09-04,336.1499938964844,338.8900146484375,331.4800109863281,338.5299987792969,60711000.0
2025-09-05,348.0,355.8699951171875,344.67999267578125,350.8399963378906,108989800.0
2025-09-08,354.6400146484375,358.44000244140625,344.8399963378906,346.3999938964844,75208300.0
2025-09-09,348.44000244140625,350.7699890136719,343.82000732421875,346.9700012207031,53816000.0
2025-09-10,350.54998779296875,356.3299865722656,346.07000732421875,347.7900085449219,72121700.0
2025-09-11,350.1700134277344,368.989990234375,347.6000061035156,368.80999755859375,103756000.0
2025-09-12,370.94000244140625,396.69000244140625,370.239990234375,395.94000244140625,168156400.0
2025-09-15,423.1300048828125,425.70001220703125,402.42999267578125,410.0400085449219,163823700.0
2025-09-16,414.5,423.25,411.42999267578125,421.6199951171875,104285700.0
2025-09-17,415.75,428.30999755859375,409.6700134277344,425.8599853515625,106133500.0
2025-09-18,428.8699951171875,432.2200012207031,416.55999755859375,416.8500061035156,90454500.0
2025-09-19,421.82000732421875,429.4700012207031,421.7200012207031,426.07000732421875,93131000.0
2025-09-22,431.1099853515625,444.9800109863281,429.1300048828125,434.2099914550781,97108800.0
2025-09-23,439.8800048828125,440.9700012207031,423.7200012207031,425.8500061035156,83422700.0
2025-09-24,429.8299865722656,444.2099914550781,429.0299987792969,442.7900085449219,93133600.0
2025-09-25,435.239990234375,435.3500061035156,419.0799865722656,423.3900146484375,96746400.0
2025-09-26,428.29998779296875,440.4700012207031,421.0199890136719,440.3999938964844,101628200.0
2025-09-29,444.3500061035156,450.9800109863281,439.5,443.2099914550781,79491500.0
2025-09-30,441.5199890136719,445.0,433.1199951171875,444.7200012207031,74358000.0
2025-10-01,443.79998779296875,462.2900085449219,440.75,459.4599914550781,98122300.0
2025-10-02,470.5400085449219,470.75,435.57000732421875,436.0,137009000.0
2025-10-03,443.2900085449219,446.7699890136719,416.5799865722656,429.8299865722656,133188200.0
2025-10-06,440.75,453.54998779296875,436.69000244140625,453.25,85324900.0
2025-10-07,447.82000732421875,452.67999267578125,432.45001220703125,433.0899963378906,102296100.0
2025-10-08,437.57000732421875,441.3299865722656,425.2300109863281,438.69000244140625,71192100.0
2025-10-09,431.80999755859375,436.3500061035156,426.17999267578125,435.5400085449219,69339900.0
2025-10-10,436.5400085449219,443.1300048828125,411.45001220703125,413.489990234375,112107900.0
2025-10-13,423.5299987792969,436.8900146484375,419.70001220703125,435.8999938964844,79552800.0
2025-10-14,426.7900085449219,434.20001220703125,417.8599853515625,429.239990234375,72669400.0
2025-10-15,434.8999938964844,440.510009765625,426.3299865722656,435.1499938964844,71558200.0
2025-10-16,434.7300109863281,439.3500061035156,421.30999755859375,428.75,77189900.0
2025-10-17,425.5,441.4599914550781,423.6000061035156,439.30999755859375,89331600.0
2025-10-20,443.8699951171875,449.79998779296875,440.6099853515625,447.42999267578125,63719000.0
2025-10-21,445.760009765625,449.29998779296875,442.04998779296875,442.6000061035156,54412200.0
2025-10-22,443.45001220703125,445.5400085449219,429.0,438.9700012207031,84023500.0
2025-10-23,420.0,449.3999938964844,413.8999938964844,448.9800109863281,126709800.0
2025-10-24,446.8299865722656,451.67999267578125,430.1700134277344,433.7200012207031,94727800.0
2025-10-27,439.9800109863281,460.1600036621094,438.69000244140625,452.4200134277344,105867500.0
2025-10-28,454.7799987792969,467.0,451.6000061035156,460.54998779296875,80185700.0
2025-10-29,462.5,465.70001220703125,452.6499938964844,461.510009765625,67983500.0
